Uniprot_Id,Protein_Name,Gene_Name
Q15746,"Myosin light chain kinase, smooth muscle, MLCK, smMLCK, EC 2.7.11.18 (Kinase-related protein, KRP) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form ]",MYLK
Q92614,"Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus, MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210, SP-R210)",MYO18A
O43795,"Unconventional myosin-Ib (MYH-1c) (Myosin I alpha, MMI-alpha, MMIa)",MYO1B
O00159,"Unconventional myosin-Ic (Myosin I beta, MMI-beta, MMIb)",MYO1C
O94832,Unconventional myosin-Id,MYO1D
O00160,Unconventional myosin-If (Myosin-Ie),MYO1F
Q9UM54,Unconventional myosin-VI (Unconventional myosin-6),MYO6
Q9NZM1,Myoferlin (Fer-1-like protein 3),MYOF
E9PAV3,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form (Alpha-NAC, muscle-specific form, skNAC)",NACA
Q13765,"Nascent polypeptide-associated complex subunit alpha, NAC-alpha (Alpha-NAC) (allergen Hom s 2)",NACA
Q13564,"NEDD8-activating enzyme E1 regulatory subunit (Amyloid beta precursor protein-binding protein 1, 59 kDa, APP-BP1) (Amyloid protein-binding protein 1) (Proto-oncogene protein 1)",NAE1
P17050,Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B),NAGA
Q9UJ70,"N-acetyl-D-glucosamine kinase, N-acetylglucosamine kinase, EC 2.7.1.59 (GlcNAc kinase)",NAGK
P54802,Alpha-N-acetylglucosaminidase (EC 3.2.1.50) (N-acetyl-alpha-glucosaminidase) (NAG) [Cleaved into: Alpha-N-acetylglucosaminidase 82 kDa form; Alpha-N-acetylglucosaminidase 77 kDa form],NAGLU UFHSD1
P43490,"Nicotinamide phosphoribosyltransferase, NAmPRTase, Nampt, EC 2.4.2.12 (Pre-B-cell colony-enhancing factor 1, Pre-B cell-enhancing factor) (Visfatin)",NAMPT
Q9NR45,"Sialic acid synthase (N-acetylneuraminate synthase, EC 2.5.1.56) (N-acetylneuraminate-9-phosphate synthase, EC 2.5.1.57) (N-acetylneuraminic acid phosphate synthase) (N-acetylneuraminic acid synthase)",NANS
P55209,"Nucleosome assembly protein 1-like 1 (NAP-1-related protein, hNRP)",NAP1L1
Q99733,"Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2, NAP-2)",NAP1L4
P54920,"Alpha-soluble NSF attachment protein, SNAP-alpha (N-ethylmaleimide-sensitive factor attachment protein alpha)",NAPA
Q6XQN6,"Nicotinate phosphoribosyltransferase, NAPRTase, EC 6.3.4.21 (FHA-HIT-interacting protein) (Nicotinate phosphoribosyltransferase domain-containing protein 1)",NAPRT
O96009,"Napsin-A, EC 3.4.23.- (Aspartyl protease 4, ASP4, Asp 4) (Napsin-1) (TA01/TA02)",NAPSA
O43776,"Asparagine--tRNA ligase, cytoplasmic, EC 6.1.1.22 (Asparaginyl-tRNA synthetase, AsnRS) (Asparaginyl-tRNA synthetase 1)",NARS1
Q8NCW5,"NAD(P)H-hydrate epimerase, EC 5.1.99.6 (Apolipoprotein A-I-binding protein, AI-BP) (NAD(P)HX epimerase) (YjeF N-terminal domain-containing protein 1, YjeF_N1)",NAXE
P41271,Neuroblastoma suppressor of tumorigenicity 1 (DAN domain family member 1) (Protein N03) (Zinc finger protein DAN),NBL1 DAN DAND1
Q6ZVX7,"F-box only protein 50 (NCC receptor protein 1 homolog, NCCRP-1) (Non-specific cytotoxic cell receptor protein 1 homolog)",NCCRP1
Q6PIU2,"Neutral cholesterol ester hydrolase 1, NCEH, EC 3.1.1.- (Acetylalkylglycerol acetylhydrolase, 2-acetyl MAGE hydrolase, EC 3.1.1.71) (Arylacetamide deacetylase-like 1)",NCEH1
A6NI72,"Putative neutrophil cytosol factor 1B, NCF-1B (Putative SH3 and PX domain-containing protein 1B)",NCF1B
P19878,"Neutrophil cytosol factor 2, NCF-2 (67 kDa neutrophil oxidase factor) (NADPH oxidase activator 2) (Neutrophil NADPH oxidase factor 2) (p67-phox)",NCF2
Q15080,"Neutrophil cytosol factor 4, NCF-4 (Neutrophil NADPH oxidase factor 4) (SH3 and PX domain-containing protein 4) (p40-phox, p40phox)",NCF4
P16333,"Cytoplasmic protein NCK1 (NCK adaptor protein 1, Nck-1) (SH2/SH3 adaptor protein NCK-alpha)",NCK1
Q9Y2A7,"Nck-associated protein 1, NAP 1 (Membrane-associated protein HEM-2) (p125Nap1)",NCKAP1
P19338,Nucleolin (Protein C23),NCL
Q969V3,Nicalin (Nicastrin-like protein),NCLN
O95299,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD, CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit)",NDUFA10
Q9UI09,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (13 kDa differentiation-associated protein) (Complex I-B17.2, CI-B17.2, CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2)",NDUFA12
Q9P0J0,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6, CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein, GRIM-19, Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)",NDUFA13
O43678,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 (Complex I-B8, CI-B8) (NADH-ubiquinone oxidoreductase B8 subunit)",NDUFA2
O00483,"Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ, CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)",NDUFA4
Q16718,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B, CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit)",NDUFA5
Q16795,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD, CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)",NDUFA9
O96000,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Complex I-PDSW, CI-PDSW) (NADH-ubiquinone oxidoreductase PDSW subunit)",NDUFB10
O95168,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 (Complex I-B15, CI-B15) (NADH-ubiquinone oxidoreductase B15 subunit)",NDUFB4
Q9Y6M9,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Complex I-B22, CI-B22) (LYR motif-containing protein 3) (NADH-ubiquinone oxidoreductase B22 subunit)",NDUFB9
P28331,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial, EC 7.1.1.2 (Complex I-75kD, CI-75kD)",NDUFS1
O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial, EC 7.1.1.2 (Complex I-30kD, CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)",NDUFS3
O75251,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial, EC 7.1.1.2 (Complex I-20kD, CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)",NDUFS7
P49821,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial, EC 7.1.1.2 (Complex I-51kD, CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)",NDUFV1
P19404,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial, EC 7.1.1.2 (NADH-ubiquinone oxidoreductase 24 kDa subunit)",NDUFV2
Q9NVZ3,"Adaptin ear-binding coat-associated protein 2 (NECAP endocytosis-associated protein 2, NECAP-2)",NECAP2
Q15843,"NEDD8 (Neddylin) (Neural precursor cell expressed developmentally down-regulated protein 8, NEDD-8) (Ubiquitin-like protein Nedd8)",NEDD8
P48681,Nestin,NES
Q99519,Sialidase-1 (EC 3.2.1.18) (Acetylneuraminyl hydrolase) (G9 sialidase) (Lysosomal sialidase) (N-acetyl-alpha-neuraminidase 1),NEU1 NANH
Q8NBF2,NHL repeat-containing protein 2,NHLRC2
Q9BZQ8,Protein Niban 1 (Cell growth-inhibiting gene 39 protein) (Protein FAM129A),NIBAN1
Q96TA1,"Protein Niban 2 (Meg-3) (Melanoma invasion by ERK, MINERVA) (Niban-like protein 1) (Protein FAM129B)",NIBAN2
P14543,"Nidogen-1, NID-1 (Entactin)",NID1
Q14112,"Nidogen-2, NID-2 (Osteonidogen)",NID2
Q9GZT8,NIF3-like protein 1 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 1 protein),NIF3L1
O75323,"Protein NipSnap homolog 2, NipSnap2 (Glioblastoma-amplified sequence)",NIPSNAP2
Q9UFN0,"Protein NipSnap homolog 3A, NipSnap3A (Protein NipSnap homolog 4, NipSnap4) (Target for Salmonella secreted protein C, TassC)",NIPSNAP3A
Q86X76,"Deaminated glutathione amidase, dGSH amidase, EC 3.5.1.128 (Nitrilase homolog 1)",NIT1
Q9NQR4,"Omega-amidase NIT2, EC 3.5.1.3 (Nitrilase homolog 2)",NIT2
P15531,"Nucleoside diphosphate kinase A, NDK A, NDP kinase A, EC 2.7.4.6 (Granzyme A-activated DNase, GAAD) (Metastasis inhibition factor nm23) (NM23-H1) (Tumor metastatic process-associated protein)",NME1
P22392,"Nucleoside diphosphate kinase B, NDK B, NDP kinase B, EC 2.7.4.6 (C-myc purine-binding transcription factor PUF) (Histidine protein kinase NDKB, EC 2.7.13.3) (nm23-H2)",NME2
Q13232,"Nucleoside diphosphate kinase 3, NDK 3, NDP kinase 3, EC 2.7.4.6 (DR-nm23) (Nucleoside diphosphate kinase C, NDPKC) (nm23-H3)",NME3
P56597,"Nucleoside diphosphate kinase homolog 5, NDK-H 5, NDP kinase homolog 5 (Inhibitor of p53-induced apoptosis-beta, IPIA-beta) (Testis-specific nm23 homolog) (nm23-H5)",NME5
Q9Y5B8,"Nucleoside diphosphate kinase 7, NDK 7, NDP kinase 7, EC 2.7.4.6 (nm23-H7)",NME7
Q13423,"NAD(P) transhydrogenase, mitochondrial, EC 7.1.1.1 (Nicotinamide nucleotide transhydrogenase) (Pyridine nucleotide transhydrogenase)",NNT
Q15233,"Non-POU domain-containing octamer-binding protein, NonO protein (54 kDa nuclear RNA- and DNA-binding protein, p54(nrb), p54nrb) (55 kDa nuclear protein, NMT55) (DNA-binding p52/p100 complex, 52 kDa subunit)",NONO
O00567,Nucleolar protein 56 (Nucleolar protein 5A),NOP56
Q9Y2X3,Nucleolar protein 58 (Nucleolar protein 5),NOP58
P61916,"NPC intracellular cholesterol transporter 2 (Epididymal secretory protein E1) (Human epididymis-specific protein 1, He1) (Niemann-Pick disease type C2 protein)",NPC2
Q8NDH3,"Probable aminopeptidase NPEPL1, EC 3.4.11.- (Aminopeptidase-like 1)",NPEPL1
P55786,"Puromycin-sensitive aminopeptidase, PSA, EC 3.4.11.14 (Cytosol alanyl aminopeptidase, AAP-S)",NPEPPS
Q8TAT6,"Nuclear protein localization protein 4 homolog, Protein NPL4",NPLOC4
P06748,"Nucleophosmin, NPM (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)",NPM1
Q6UXI9,Nephronectin (Preosteoblast EGF-like repeat protein with MAM domain) (Protein EGFL6-like),NPNT
Q9Y639,"Neuroplastin (Stromal cell-derived receptor 1, SDR-1)",NPTN
P15559,"NAD(P)H dehydrogenase [quinone] 1, EC 1.6.5.2 (Azoreductase) (DT-diaphorase, DTD) (Menadione reductase) (NAD(P)H:quinone oxidoreductase 1) (Phylloquinone reductase) (Quinone reductase 1, QR1)",NQO1
O14786,Neuropilin-1 (Vascular endothelial cell growth factor 165 receptor) (CD antigen CD304),NRP1 NRP VEGF165R
P46459,"Vesicle-fusing ATPase, EC 3.6.4.6 (N-ethylmaleimide-sensitive fusion protein, NEM-sensitive fusion protein) (Vesicular-fusion protein NSF)",NSF
Q9UNZ2,NSFL1 cofactor p47 (UBX domain-containing protein 2C) (p97 cofactor p47),NSFL1C
Q8TCD5,"5'(3')-deoxyribonucleotidase, cytosolic type, EC 3.1.3.- (Cytosolic 5',3'-pyrimidine nucleotidase) (Deoxy-5'-nucleotidase 1, dNT-1)",NT5C
Q9H0P0,"Cytosolic 5'-nucleotidase 3A, EC 3.1.3.5 (7-methylguanosine phosphate-specific 5'-nucleotidase, 7-methylguanosine nucleotidase, EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III, cN-III) (Pyrimidine 5'-nucleotidase 1, P5'N-1, P5N-1, PN-I) (Uridine 5'-monophosphate hydrolase 1) (p36)",NT5C3A
Q5TFE4,"5'-nucleotidase domain-containing protein 1, EC 3.1.3.-",NT5DC1
Q02818,Nucleobindin-1 (CALNUC),NUCB1
P80303,Nucleobindin-2 (DNA-binding protein NEFA) (Epididymis secretory protein Li 109) (Gastric cancer antigen Zg4) (Prepronesfatin) [Cleaved into: Nesfatin-1 ],NUCB2
Q9Y266,Nuclear migration protein nudC (Nuclear distribution protein C homolog),NUDC
O43809,"Cleavage and polyadenylation specificity factor subunit 5 (Cleavage and polyadenylation specificity factor 25 kDa subunit, CPSF 25 kDa subunit) (Cleavage factor Im complex 25 kDa subunit, CFIm25) (Nucleoside diphosphate-linked moiety X motif 21, Nudix motif 21) (Nudix hydrolase 21) (Pre-mRNA cleavage factor Im 68 kDa subunit)",NUDT21
Q9UKK9,"ADP-sugar pyrophosphatase, EC 3.6.1.13 (8-oxo-dGDP phosphatase, EC 3.6.1.58) (Nuclear ATP-synthesis protein NUDIX5, EC 2.7.7.96) (Nucleoside diphosphate-linked moiety X motif 5, Nudix motif 5, hNUDT5) (YSA1H)",NUDT5
Q14980,"Nuclear mitotic apparatus protein 1 (Nuclear matrix protein-22, NMP-22) (Nuclear mitotic apparatus protein, NuMA protein) (SP-H antigen)",NUMA1
P61970,"Nuclear transport factor 2, NTF-2 (Placental protein 15, PP15)",NUTF2
Q86UD1,Out at first protein homolog (HCV NS5A-transactivated protein 13 target protein 2),OAF
P04181,"Ornithine aminotransferase, mitochondrial, EC 2.6.1.13 (Ornithine delta-aminotransferase) (Ornithine--oxo-acid aminotransferase) [Cleaved into: Ornithine aminotransferase, hepatic form; Ornithine aminotransferase, renal form ]",OAT
Q9NX40,OCIA domain-containing protein 1 (Ovarian cancer immunoreactive antigen domain containing 1) (Ovarian carcinoma immunoreactive antigen),OCIAD1
Q56VL3,OCIA domain-containing protein 2 (Ovarian carcinoma immunoreactive antigen-like protein),OCIAD2
Q14990,Outer dense fiber protein 1 (Heat shock protein beta-10) (HspB10),ODF1 HSPB10 ODFP
A8MYP8,Outer dense fiber protein 3B (Outer dense fiber protein 3-like protein 3),ODF3B
Q02218,"2-oxoglutarate dehydrogenase complex component E1, E1o, OGDC-E1, OGDH-E1, EC 1.2.4.2 (2-oxoglutarate dehydrogenase, mitochondrial) (Alpha-ketoglutarate dehydrogenase, Alpha-KGDH-E1) (Thiamine diphosphate (ThDP)-dependent 2-oxoglutarate dehydrogenase)",OGDH
P20774,"Mimecan (Osteoglycin) (Osteoinductive factor, OIF)",OGN
Q9NTK5,"Obg-like ATPase 1 (DNA damage-regulated overexpressed in cancer 45, DOC45) (GTP-binding protein 9)",OLA1
Q6UX06,"Olfactomedin-4, OLM4 (Antiapoptotic protein GW112) (G-CSF-stimulated clone 1 protein, hGC-1) (hOLfD)",OLFM4
Q9NRN5,Olfactomedin-like protein 3 (HNOEL-iso) (hOLF44),OLFML3
O60313,"Dynamin-like 120 kDa protein, mitochondrial, EC 3.6.5.5 (Optic atrophy protein 1) [Cleaved into: Dynamin-like 120 kDa protein, form S1 ]",OPA1
Q9UBM4,Opticin (Oculoglycan),OPTC
Q96CV9,"Optineurin (E3-14.7K-interacting protein) (FIP-2) (Huntingtin yeast partner L) (Huntingtin-interacting protein 7, HIP-7) (Huntingtin-interacting protein L) (NEMO-related protein) (Optic neuropathy-inducing protein) (Transcription factor IIIA-interacting protein, TFIIIA-IntP)",OPTN
P02763,"Alpha-1-acid glycoprotein 1, AGP 1 (Orosomucoid-1, OMD 1)",ORM1
P19652,"Alpha-1-acid glycoprotein 2, AGP 2 (Orosomucoid-2, OMD 2)",ORM2
Q13438,Protein OS-9 (Amplified in osteosarcoma 9),OS9
Q8WVF1,"Protein OSCP1, hOSCP1 (Organic solute transport protein 1) (Oxidored-nitro domain-containing protein 1)",OSCP1
Q9NRP0,Oligosaccharyltransferase complex subunit OSTC (Hydrophobic protein HSF-28),OSTC
Q92882,Osteoclast-stimulating factor 1,OSTF1
Q96FW1,"Ubiquitin thioesterase OTUB1, EC 3.4.19.12 (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1, hOTU1) (Ubiquitin-specific-processing protease OTUB1)",OTUB1
P55809,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial, SCOT, EC 2.8.3.5 (3-oxoacid CoA-transferase 1) (Somatic-type succinyl-CoA:3-oxoacid CoA-transferase, SCOT-s) (Succinyl-CoA:3-oxoacid CoA transferase)",OXCT1
O95747,"Serine/threonine-protein kinase OSR1, EC 2.7.11.1 (Oxidative stress-responsive 1 protein)",OXSR1
P07237,"Protein disulfide-isomerase, PDI, EC 5.3.4.1 (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55)",P4HB
Q9UQ80,"Proliferation-associated protein 2G4 (Cell cycle protein p38-2G4 homolog, hG4-1) (ErbB3-binding protein 1)",PA2G4
P11940,"Polyadenylate-binding protein 1, PABP-1, Poly(A)-binding protein 1",PABPC1
Q86U42,"Polyadenylate-binding protein 2, PABP-2, Poly(A)-binding protein 2 (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein II, PABII) (Polyadenylate-binding nuclear protein 1)",PABPN1
Q9UNF0,"Protein kinase C and casein kinase substrate in neurons protein 2 (Syndapin-2) (Syndapin-II, SdpII)",PACSIN2
Q9UM07,"Protein-arginine deiminase type-4, EC 3.5.3.15 (HL-60 PAD) (Peptidylarginine deiminase IV) (Protein-arginine deiminase type IV)",PADI4
P09466,Glycodelin (GD) (Placental protein 14) (PP14) (Pregnancy-associated endometrial alpha-2 globulin) (PAEG) (PEG) (Progestagen-associated endometrial protein) (Progesterone-associated endometrial protein) (Zona-binding inhibitory factor-1) (ZIF-1),PAEP
P43034,"Platelet-activating factor acetylhydrolase IB subunit beta (Lissencephaly-1 protein, LIS-1) (PAF acetylhydrolase 45 kDa subunit, PAF-AH 45 kDa subunit) (PAF-AH alpha, PAFAH alpha)",PAFAH1B1
P68402,"Platelet-activating factor acetylhydrolase IB subunit alpha2, EC 3.1.1.47 (PAF acetylhydrolase 30 kDa subunit, PAF-AH 30 kDa subunit) (PAF-AH subunit beta, PAFAH subunit beta)",PAFAH1B2
Q15102,"Platelet-activating factor acetylhydrolase IB subunit alpha1, EC 3.1.1.47 (PAF acetylhydrolase 29 kDa subunit, PAF-AH 29 kDa subunit) (PAF-AH subunit gamma, PAFAH subunit gamma)",PAFAH1B3
P22234,"Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase, PAICS [Includes: Phosphoribosylaminoimidazole carboxylase, EC 4.1.1.21 (AIR carboxylase, AIRC); Phosphoribosylaminoimidazole succinocarboxamide synthetase, EC 6.3.2.6 (SAICAR synthetase) ]",PAICS
Q13153,"Serine/threonine-protein kinase PAK 1, EC 2.7.11.1 (Alpha-PAK) (p21-activated kinase 1, PAK-1) (p65-PAK)",PAK1
Q13177,"Serine/threonine-protein kinase PAK 2, EC 2.7.11.1 (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2, PAK-2) (p58) [Cleaved into: PAK-2p27, p27; PAK-2p34, p34 (C-t-PAK2) ]",PAK2
Q8WX93,Palladin (SIH002) (Sarcoma antigen NY-SAR-77),PALLD
O75781,Paralemmin-1 (Paralemmin),PALM
P19021,Peptidyl-glycine alpha-amidating monooxygenase (PAM) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase (PHM) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase (EC 4.3.2.5) (Peptidylamidoglycolate lyase) (PAL)],PAM
O43252,"Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1, PAPS synthase 1, PAPSS 1 (Sulfurylase kinase 1, SK 1, SK1) [Includes: Sulfate adenylyltransferase, EC 2.7.7.4 (ATP-sulfurylase) (Sulfate adenylate transferase, SAT); Adenylyl-sulfate kinase, EC 2.7.1.25 (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase) ]",PAPSS1
Q6ZVX9,"Membrane progestin receptor epsilon, mPR epsilon (Membrane progesterone P4 receptor epsilon) (Membrane progesterone receptor epsilon) (Progesterone and adipoQ receptor family member 9) (Progestin and adipoQ receptor family member 9) (Progestin and adipoQ receptor family member IX)",PAQR9
Q99497,"Parkinson disease protein 7 (Maillard deglycase) (Oncogene DJ1) (Parkinsonism-associated deglycase) (Protein DJ-1, DJ-1) (Protein/nucleic acid deglycase DJ-1, EC 3.1.2.-, EC 3.5.1.-, EC 3.5.1.124)",PARK7
P09874,"Poly [ADP-ribose] polymerase 1, PARP-1, EC 2.4.2.30 (ADP-ribosyltransferase diphtheria toxin-like 1, ARTD1) (DNA ADP-ribosyltransferase PARP1, EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1, ADPRT 1) (Poly[ADP-ribose] synthase 1) (Protein poly-ADP-ribosyltransferase PARP1, EC 2.4.2.-)",PARP1
Q9NVD7,Alpha-parvin (Actopaxin) (CH-ILKBP) (Calponin-like integrin-linked kinase-binding protein) (Matrix-remodeling-associated protein 2),PARVA
Q8WXA2,Prostate and testis expressed protein 1,PATE1 PATE
P61457,"Pterin-4-alpha-carbinolamine dehydratase, PHS, EC 4.2.1.96 (4-alpha-hydroxy-tetrahydropterin dehydratase) (Dimerization cofactor of hepatocyte nuclear factor 1-alpha, DCoH, Dimerization cofactor of HNF1) (Phenylalanine hydroxylase-stimulating protein) (Pterin carbinolamine dehydratase, PCD)",PCBD1
Q15365,"Poly(rC)-binding protein 1 (Alpha-CP1) (Heterogeneous nuclear ribonucleoprotein E1, hnRNP E1) (Nucleic acid-binding protein SUB2.3)",PCBP1
Q15366,"Poly(rC)-binding protein 2 (Alpha-CP2) (Heterogeneous nuclear ribonucleoprotein E2, hnRNP E2)",PCBP2
P05165,"Propionyl-CoA carboxylase alpha chain, mitochondrial, PCCase subunit alpha, EC 6.4.1.3 (Propanoyl-CoA:carbon dioxide ligase subunit alpha)",PCCA
P05166,"Propionyl-CoA carboxylase beta chain, mitochondrial, PCCase subunit beta, EC 6.4.1.3 (Propanoyl-CoA:carbon dioxide ligase subunit beta)",PCCB
